slice_id,target,shot,method,method_label,holdout_city,r2_city_mean,rmse_city_mean,mae_city_mean,seeds_count,eval_count_mean
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Caracas,-1.8322354318612772,15.241166384375756,10.816708620177907,8,100.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Casablanca,-0.6803621894586589,12.54664012024317,9.852315913127514,8,100.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Changchun,-168.0427113447468,24.24588486676639,17.734567688462867,8,100.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Changsha,-102.41046711159895,23.37985004454051,18.05840339692787,8,100.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Chengdu,-19.735759921757797,21.426379177726638,15.554658526640118,8,100.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Chennai,-5.385020463590147,17.04377707561654,12.818022562405163,8,100.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Chicago,0.5625537469723602,17.794504113304885,11.23389869898573,8,20.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Colombo,-4.155445154612604,16.22577256814538,12.651686281499865,8,100.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Copenhagen,0.09272319922866179,16.340610590945744,13.358897637946889,8,100.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Dakar,-6.548125617801642,16.986285498999592,13.171931878588161,8,100.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Dalian,-5.040663641279145,17.30698538885682,12.569194977630254,8,100.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Dallas,0.28393764942760447,31.737367421133627,21.55477875169165,8,100.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Delhi,-4.114812164026688,17.11804862935869,11.952596248195345,8,20.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Detroit,0.17802753436397534,27.460021824522887,18.666886667422204,8,100.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Dhaka,-34.84363817718915,20.81489794514433,15.423093045716296,8,100.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Doha,0.3689078603088757,16.309768712330698,11.796807517898484,8,100.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Dongguan,-25.53341732625268,21.17449013877985,14.029455625855185,8,100.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Dubai,-0.22397121722788427,13.52986087321678,9.607810387670892,8,20.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Dublin,0.13625075635507178,19.70172868629769,15.595774978912273,8,100.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Guayaquil,-3.7487052191005708,15.32419887018156,11.61576136941961,8,100.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Hanoi,0.5996412891873472,11.870225131959588,8.815832275349887,8,20.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Harbin,-192.13319024287816,24.611845478910414,18.481016253702506,8,100.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Hefei,-50.11441619034041,22.915137114252364,16.873460667668613,8,100.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Helsinki,-0.18099924029198267,63.41504731124576,43.57734800673442,8,100.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,HongKong,0.46081863859667305,15.153078055867754,13.046100386901134,8,20.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Houston,0.019520181093775513,23.232295004122488,17.458759711332476,8,100.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Hyderabad,-12.897009383226074,16.338277603124503,13.05648247810467,8,100.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Islamabad,-46.595282362561015,21.424937367877728,16.5896207941118,8,100.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Istanbul,-2.4001158220479746,16.75247921806918,11.905277769764098,8,20.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Jakarta,-1.1953234660197638,19.7093124944411,13.570357547276796,8,20.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Jeddah,-85.1200705599147,23.55223952161379,17.284497222747667,8,100.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Johannesburg,-11.922462219248354,18.692869721058763,13.556354710532295,8,20.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Kampala,-20.134342753215453,19.83652306016522,15.048263631661982,8,100.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Karachi,-4.521824079166149,17.598195166598895,13.090235655182736,8,100.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Khartoum,-28.21971651679162,19.720617103729026,15.491359712590624,8,100.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Kinshasa,-85.73460762086671,23.0838197744558,16.873316053296772,8,100.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,KualaLumpur,0.689989053436387,9.543485526311855,7.0006613519124645,8,20.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Kunming,-8.094511221725293,17.47268029391079,13.5419298018573,8,100.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,KuwaitCity,-0.5155924019257714,14.273784888096122,9.456299750638797,8,100.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,LaPaz,0.33960498777242976,36.402571951804674,10.469159053052431,8,100.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Lagos,-69.43126315745639,23.151283174550883,17.382724159735982,8,20.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Lanzhou,-9.017516749763903,17.261866569794886,13.230077307808957,8,100.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Lhasa,-98.91354826593778,24.17114961033238,17.668269935276538,8,100.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Lima,0.07751922831038072,11.821349580370729,7.155404063666036,8,20.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Lisbon,0.13122147428104391,29.9250348930897,20.88017492075838,8,100.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,London,-11.00642688151144,19.859786581372187,14.75632253146566,8,20.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,LosAngeles,-0.20893852342956265,19.604429244012493,15.432364412081649,8,20.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Luanda,-2.0602857390612606,15.240352453567992,11.333297916057168,8,100.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Lucknow,-38.91104471050051,21.56301627503284,15.311261970711945,8,100.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Madrid,0.6283621690660108,9.524292575204736,6.922190008808239,8,20.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Manila,-2.789143077689139,16.198708532780408,10.812643615609975,8,20.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Maputo,-5.932811989852098,18.408580881316478,13.274893937347349,8,100.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,MexicoCity,0.06954983019917838,10.816736232664121,8.186262648157456,8,20.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Miami,0.5934342993763422,11.802567076294563,7.807048329509855,8,100.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Montreal,-0.9596568738056586,85.29711422402742,68.6588765252717,8,100.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Mumbai,-190.77047271575546,24.577977725082054,16.802769727288517,8,20.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Nairobi,-3.784502320718528,18.306895594571216,13.785386777756319,8,20.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,NewYork,-0.3451366361814554,17.965583013366135,13.925781026546465,8,20.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Paris,0.00496801515088463,29.761136297753787,17.770789371662275,8,20.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Perth,0.634561606087199,11.513513223327553,8.374241369044944,8,100.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,PhnomPenh,-4.446866827108827,16.213321209110173,13.059148431939496,8,100.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Phoenix,0.4410559745210222,11.756364292530177,9.11069556631048,8,100.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Prague,-1.1678421435806503,38.288849343023905,33.80730213595769,8,100.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Pune,-1.2348384997233164,14.506103181817926,10.247307120936217,8,100.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Quito,0.6985889928966623,12.8357767251703,8.270679813867533,8,100.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,RioDeJaneiro,-4.521404487647838,18.07794046964077,12.526144199222458,8,20.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Riyadh,-71.97418508561701,22.024892629854957,17.831050570358762,8,20.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Rome,0.727255843600997,14.843524851039108,7.459515829047939,8,20.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,SanDiego,0.4502753720886581,23.7445794791319,14.58877184835241,8,100.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Santiago,0.201846985532255,12.237461122391638,9.274160892292189,8,20.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,SaoPaulo,0.029162526309319925,11.008506472138869,9.0558986597643,8,20.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Seoul,-4.692161873592696,18.011005112876067,12.682635795222119,8,20.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Shanghai,-10.35053355232578,19.055276653433864,13.43139177978816,8,20.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Shenyang,-155.55716824852215,23.669055132398327,17.284978017500748,8,100.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Shijiazhuang,-222.98450039890716,25.033701956884087,17.937039275440764,8,100.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Singapore,0.426055064186575,19.999376276691187,11.29905099173699,8,20.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Surabaya,-2.470175299392026,13.67127066608128,10.9094481580722,8,100.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Suzhou,-74.76236081798349,22.844724692116507,16.813732303670005,8,100.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Taiyuan,-16.856460685519856,21.4046556296288,15.26681380534777,8,100.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Tokyo,0.41729274054755094,22.54424757597868,14.241849673496741,8,20.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Toronto,-1.020724569699095,15.117001739342053,10.481745834597405,8,20.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Tunis,-4.7184578724829365,16.656070766535844,12.538719444648125,8,100.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Urumqi,-97.50083810581722,23.328672928789814,16.64817690729611,8,100.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Vancouver,0.17249874227477113,14.598093373753775,9.57163519995761,8,20.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Vienna,0.47900799064949084,8.883175464659024,6.593027025225522,8,19.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Vientiane,-22.469114803932342,19.96560196578784,15.369696740826964,8,100.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Wellington,0.6366321755726866,19.472297349840755,9.87112905117404,8,100.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Xi'an,-416.8555683890878,24.613995787099228,18.29107821795324,8,100.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Yangon,-15.92935701328867,19.32738873810727,15.041908691964316,8,100.0
scale122,intersection_nodes,0,coral_ridge,CORAL ridge,Zurich,-0.9337818629898562,51.41451118359783,43.02116421697385,8,100.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Abidjan,-0.1368403638360287,7.083761636558417,5.666050417425845,8,100.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,AbuDhabi,0.03913974533162157,9.691265696332817,7.677369219742285,8,100.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Accra,0.4615351719245807,4.684850733198881,2.896624914900513,8,20.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,AddisAbaba,-0.3134007322011476,4.0696416590476945,2.3852139373693406,8,20.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Adelaide,0.6946185224553962,10.76163888745648,8.059638857899255,8,100.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Algiers,0.26749168654888744,7.207248801213269,5.518650843678247,8,100.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Amsterdam,0.2534440640841855,10.985140030123977,8.53757517532606,8,20.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Asunción,0.1291784723619207,9.456604158993333,7.381053871848237,8,100.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Atlanta,-0.20233976280958688,32.95120727055983,25.01974356071472,8,100.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Auckland,0.7562056063675249,15.006371953840183,9.905922214592229,8,100.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Baghdad,-4.747334943604085,13.516922842262565,11.621312308221444,8,100.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Bangalore,-0.2937900878291331,14.534171920725482,12.501803881025323,8,100.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Bangkok,-0.6121167049983729,8.642067845765395,7.574560831101844,8,20.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Barcelona,-0.30439543673619607,59.063865817770306,45.70616304983125,8,100.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Beijing,-0.4340522748918174,4.706646631774192,3.2278861734138586,8,20.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Beirut,0.6773586638252369,5.108336540722466,3.7385048729519066,8,100.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Bengaluru,0.14584933896027696,9.22109336954419,6.785118466835998,8,20.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Berlin,0.19739848742048915,9.93377350112488,7.19592072608358,8,20.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Bogota,0.8201071001742257,7.065555790640295,4.462529162691267,8,20.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Bogotá,0.3421254464411748,9.956992277857553,8.146435134022948,8,100.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Brasília,0.17624475622800173,8.177557746015054,5.866169330251707,8,100.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Brussels,0.4522787414362094,23.644518419659686,16.02194210427646,8,100.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Budapest,0.6015423736118648,18.78741478761896,13.24456928726561,8,100.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,BuenosAires,0.8428377224927269,5.238371278629444,3.339976257447398,8,20.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Busan,0.17434452245932275,5.537666715945087,4.337500869262841,8,100.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Cairo,-5.255128318681883,9.855278025927678,8.832536223344553,8,20.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Cali,0.639827190227966,11.124384017944413,7.304905597666771,8,100.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,CapeTown,0.7550732893848277,6.421134048200374,4.453990927424076,8,20.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Caracas,0.781476260251339,4.2335319388437105,3.064854776168529,8,100.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Casablanca,0.458097807568719,7.125025858154767,5.696313993519588,8,100.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Changchun,-4.329560491093412,4.305122479538352,3.1247943433473644,8,100.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Changsha,-8.154611260717209,6.956317967360685,5.306040775275474,8,100.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Chengdu,-1.4991031820556926,7.438423519181536,5.688604615030232,8,100.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Chennai,-1.2469086337792916,10.11061108138223,8.557154899812819,8,100.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Chicago,0.5514350561153136,18.019228985130592,9.038483381244756,8,20.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Colombo,-0.6336279508900968,9.133744871742369,7.3775882455737785,8,100.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Copenhagen,0.14986348473968913,15.817677359264115,13.958983374282694,8,100.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Dakar,-1.120880553966165,9.004030651205895,7.587528209631291,8,100.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Dalian,0.48180750205891354,5.069027656627739,3.5148220174306264,8,100.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Dallas,0.4660074391983856,27.407099921978386,16.94153368713022,8,100.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Delhi,0.35070395809526256,6.099030270520257,4.77166935082319,8,20.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Detroit,0.5742923479300981,19.761866971736264,12.041268570191269,8,100.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Dhaka,-2.491203973313226,6.4961471679314355,4.703730377285717,8,100.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Doha,0.5365127588793681,13.977204152378832,9.773641090130928,8,100.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Dongguan,0.3339325981265068,3.354868156890536,2.305145588017095,8,100.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Dubai,0.8059550017024746,5.387148591358687,2.69655370519609,8,20.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Dublin,0.49922796847187667,15.001356315958388,12.45716937050912,8,100.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Guayaquil,0.3117013715173268,5.834163903788936,4.33365764374487,8,100.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Hanoi,0.7806610365761659,8.786020418106492,5.776150626500389,8,20.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Harbin,-5.571277767483694,4.5398409212147355,2.900170071353821,8,100.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Hefei,-2.753106455489899,6.209350845933356,4.146910700037225,8,100.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Helsinki,0.4487994608152326,43.323379652098176,27.407719670705937,8,100.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,HongKong,0.5830587712639772,13.325111319216914,3.30575448350393,8,20.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Houston,0.4088629840697048,18.039182889701245,13.58630971169382,8,100.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Hyderabad,-2.570840475593551,8.281915973456334,7.4930368480639356,8,100.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Islamabad,-8.769892219731267,9.706943315172714,7.981575499863858,8,100.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Istanbul,0.5692479119163438,5.962740758277604,4.08073334844472,8,20.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Jakarta,0.10711819613399054,12.569534716511216,8.558972470233325,8,20.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Jeddah,-3.792709391252526,5.556106591849785,4.06849740649861,8,100.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Johannesburg,0.24342406302951314,4.523031432090868,3.3328654212730364,8,20.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Kampala,-7.749951120296563,12.76362369933122,10.920439777732163,8,100.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Karachi,-0.8859044817456325,10.284583130722284,8.120014982729167,8,100.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Khartoum,-0.7954120471953878,4.8883756180710725,3.9590260941008193,8,100.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Kinshasa,-0.056928162868397525,2.548204046264405,1.843196588777969,8,100.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,KualaLumpur,0.723138024520716,9.018829179891306,6.058584933704982,8,20.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Kunming,-4.000365674371808,12.955993800537055,11.5653356458428,8,100.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,KuwaitCity,0.7092720101349834,6.251602562923781,3.9802921633207196,8,100.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,LaPaz,0.3084926699408689,37.25019672875916,15.034611493902485,8,100.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Lagos,-0.5671733291223953,3.453431486886836,1.8017686575580172,8,20.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Lanzhou,-1.1536437847839118,8.00377097016,6.498785994050174,8,100.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Lhasa,-2.339278320670757,4.418872025768822,2.6592789165899706,8,100.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Lima,0.5443547174545287,8.308102354906751,4.628200840182302,8,20.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Lisbon,0.5686067236686634,21.087097819004327,12.076225081187811,8,100.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,London,-0.30032374009564844,6.535719919193451,4.578698520657624,8,20.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,LosAngeles,0.19991474876691828,15.948514106947675,7.464566898217131,8,20.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Luanda,0.029333115156622958,8.583197944769111,6.356757281912921,8,100.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Lucknow,-2.332178682344215,6.230560299789266,5.0430936806733095,8,100.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Madrid,0.7407768541781239,7.954440873235351,5.002541293708143,8,20.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Manila,0.4625519002904841,6.100678724935774,3.948172707490234,8,20.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Maputo,0.5100322080491032,4.893835476449922,3.195120838301551,8,100.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,MexicoCity,0.46007883783784387,8.239765551214775,7.397699585144297,8,20.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Miami,0.7778477659877163,8.724417720343505,5.921621420783198,8,100.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Montreal,-0.20021642023048547,66.7535094293847,50.26004275599973,8,100.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Mumbai,0.7924823300051741,0.8085052012718914,0.26885556646279374,8,20.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Nairobi,0.5390956300303107,5.682006587065155,4.059995908478277,8,20.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,NewYork,0.35513302886476816,12.439220938486102,7.551773541947656,8,20.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Paris,0.27843539545920737,25.343617121880516,19.210085216871658,8,20.0
scale122,intersection_nodes,0,iw_ridge,Importance-weighted ridge,Perth,0.7650129686860231,9.232572456942414,6.95218163747333,8,100.0
