slice_id,target,holdout_city,source_r2,source_rmse,source_mae,satca_r2,satca_rmse,satca_mae,seeds_count,delta_r2,delta_rmse,delta_mae,failure_count,max_failure_severity,has_negative_r2,has_satca_regression,failure_types,mean_incoming_domain_shift,p90_incoming_domain_shift,high_domain_shift,robustness_label
structural43,intersection_nodes,Lagos,0.3999032534512583,2.0305827946900727,1.3274289456567825,0.358215791207269,2.1402419992674764,1.357392656040233,8,-0.04168746224398934,0.10965920457740364,0.02996371038345047,7.0,3.041818181818181,True,True,negative_r2_in_city_ridge;negative_r2_in_city_tabular_knn;negative_r2_loco_ridge;negative_r2_loco_tabular_knn;satca_regression,0.4356408099173554,0.536909,False,regression
structural43,intersection_nodes,Seoul,0.6687786189576841,4.478529800095803,2.819176011596075,0.6409764751591962,4.665840218771638,2.950001816048869,8,-0.02780214379848789,0.18731041867583542,0.1308258044527939,6.0,0.6239027398465173,True,True,negative_r2_in_city_ridge;negative_r2_in_city_tabular_knn;negative_r2_loco_ridge;negative_r2_loco_tabular_knn;satca_regression,0.46626657851239667,0.668182,False,regression
structural43,intersection_nodes,Lima,0.6728301754128625,5.899518515086865,3.805996971395682,0.6468187827483403,6.125745589313272,3.865276038882815,8,-0.026011392664522237,0.22622707422640698,0.05927906748713285,3.0,11.244485981308411,True,True,negative_r2_in_city_ridge;negative_r2_in_city_tabular_knn;satca_regression,0.4688712479338843,0.601068,False,regression
structural43,intersection_nodes,Bangkok,0.2555972269472876,6.161879361795124,4.770978631871349,0.2330742262339403,6.252867230979586,4.7215504599497375,8,-0.022523000713347285,0.09098786918446145,-0.04942817192161186,5.0,0.2512495910200407,True,True,negative_r2_in_city_ridge;negative_r2_in_city_tabular_knn;negative_r2_loco_ridge;negative_r2_loco_tabular_knn;satca_regression,0.4925166033057851,0.694295,True,regression
structural43,intersection_nodes,Amsterdam,0.7336535278012064,6.605043181669409,4.0160926062101465,0.7360250493599076,6.344325475914259,3.801426157893218,8,0.0023715215587012395,-0.26071770575514996,-0.21466644831692872,3.0,4.2775,True,False,negative_r2_in_city_ridge;negative_r2_in_city_tabular_knn,0.47473804958677684,0.615478,False,improved
structural43,intersection_nodes,Toronto,0.6894020027579402,4.764733668719304,2.7054272190821917,0.6943371869339403,4.725492358669814,2.679245146045951,8,0.00493518417600014,-0.03924131004948972,-0.02618207303624054,1.0,0.0526250953010245,True,False,negative_r2_in_city_ridge,0.44847609917355374,0.657747,False,improved
structural43,intersection_nodes,Dubai,0.8383076313198444,4.024483817999168,2.581217931429702,0.8470812269724526,3.792951710183332,2.395338849618093,8,0.008773595652608157,-0.23153210781583589,-0.18587908181160895,2.0,0.2979661987969062,True,False,negative_r2_in_city_ridge;negative_r2_in_city_tabular_knn,0.4761047603305785,0.645109,False,improved
structural43,intersection_nodes,Vienna,0.7820894039463064,4.5072498246742265,3.1241581845831004,0.7958672910159039,4.232510712695273,2.9822084560828066,8,0.013777887069597483,-0.2747391119789535,-0.14194972850029375,4.0,3.462631986517388,True,False,negative_r2_in_city_ridge;negative_r2_in_city_tabular_knn,0.4231473636363636,0.651956,False,improved
structural43,intersection_nodes,Manila,0.5105445599130427,5.402545221441168,3.166704504594491,0.5293432906930686,5.329871070316203,3.3644937822205545,8,0.01879873078002592,-0.07267415112496511,0.1977892776260637,1.0,0.2166302365100052,True,False,negative_r2_in_city_ridge,0.450538173553719,0.558778,False,improved
structural43,intersection_nodes,LosAngeles,0.1346954315774655,16.889203439835274,8.537547812547317,0.1665212382583125,16.53750474660039,9.142602052751212,8,0.031825806680847,-0.35169869323488356,0.605054240203895,4.0,2.683847511005504,True,False,negative_r2_in_city_ridge;negative_r2_in_city_tabular_knn;negative_r2_loco_tabular_knn,0.5000409008264463,0.644458,True,improved
structural43,intersection_nodes,Jakarta,-0.1438581403654013,14.31783125468186,9.752385818958029,-0.1009691973122927,13.998754890231254,10.328800909961808,8,0.042888943053108586,-0.3190763644506056,0.5764150910037795,9.0,5.813783743843763,True,False,negative_r2;negative_r2_in_city_ridge;negative_r2_in_city_tabular_knn;negative_r2_loco_ridge;negative_r2_loco_tabular_knn,0.46544842148760335,0.588236,False,improved
structural43,intersection_nodes,CapeTown,0.6430980884133478,7.657924522413934,4.845612600238015,0.6887232731349193,6.94774510858249,4.824283922849114,8,0.04562518472157151,-0.7101794138314439,-0.021328677388900985,3.0,0.2097831102907241,True,False,negative_r2_in_city_ridge;negative_r2_in_city_tabular_knn,0.0,0.0,False,improved
structural43,intersection_nodes,MexicoCity,0.4424131552264693,8.07055808933029,5.673040035697756,0.5002702572733002,7.522745844303101,5.25978319642951,8,0.05785710204683092,-0.5478122450271901,-0.4132568392682465,2.0,1.3446790310613954,True,False,negative_r2_in_city_ridge,0.5116901487603306,0.673181,True,improved
structural43,intersection_nodes,KualaLumpur,0.6066236697031306,9.989647422085582,6.970692634016327,0.680964727944871,8.997121744155313,7.080895718727204,8,0.07434105824174031,-0.9925256779302689,0.11020308471087681,3.0,8.195047844663222,True,False,negative_r2_in_city_ridge;negative_r2_in_city_tabular_knn,0.0,0.0,False,improved
structural43,intersection_nodes,Hanoi,0.8084018587873943,8.389738198187562,5.193272001322531,0.8874214477755363,6.301785888288826,3.8569116633849454,8,0.07901958898814199,-2.0879523098987356,-1.3363603379375855,0.0,0.0,False,False,,0.4208812892561984,0.535181,False,improved
structural43,intersection_nodes,Santiago,0.6210168931595228,8.464787705566081,5.921802066288075,0.7093391755519651,7.351989620101474,4.936172656262274,8,0.08832228239244233,-1.1127980854646076,-0.9856294100258012,2.0,1.0574816176470594,True,False,negative_r2_in_city_ridge;negative_r2_in_city_tabular_knn,0.5268691570247934,0.680661,True,improved
structural43,intersection_nodes,BuenosAires,0.7621950679199242,5.093305936752727,3.33705165617119,0.8583505822555634,3.667298947139691,2.492569955598422,8,0.09615551433563918,-1.426006989613036,-0.8444817005727678,2.0,5.133566357113073,True,False,negative_r2_in_city_ridge;negative_r2_in_city_tabular_knn,0.0,0.0,False,improved
structural43,intersection_nodes,Johannesburg,0.4381154505782096,3.4370870198048995,2.715316887137484,0.5502727497187003,3.067278512792601,2.562099525113317,8,0.11215729914049072,-0.3698085070122983,-0.1532173620241668,0.0,0.0,False,False,,0.42302278512396696,0.534733,False,improved
structural43,intersection_nodes,Bogota,0.7709748648030572,7.375331795693214,4.712026557598781,0.8887566594630509,4.979372392094447,3.41178106956182,8,0.11778179465999372,-2.3959594035987664,-1.3002454880369614,0.0,0.0,False,False,,0.5167058677685951,0.6754,True,improved
structural43,intersection_nodes,Bengaluru,0.0511549343335987,9.749111182773746,6.5721821336792665,0.1704996461088286,9.095971015337966,6.730919829519932,8,0.11934471177522989,-0.6531401674357795,0.15873769584066544,5.0,4.334272281604622,True,False,negative_r2_in_city_ridge;negative_r2_in_city_tabular_knn;negative_r2_loco_ridge,0.475698867768595,0.673203,False,improved
structural43,intersection_nodes,Madrid,0.6373527415044292,9.020748941646383,6.195714034213863,0.7599278584226732,7.212590563132724,5.463999276125351,8,0.12257511691824396,-1.8081583785136592,-0.7317147580885113,1.0,0.125793368319135,True,False,negative_r2_in_city_ridge,0.4694416694214876,0.628082,False,improved
structural43,intersection_nodes,Beijing,0.6403966216911214,1.810398454571028,1.539302111173058,0.7670983282888866,1.4516630035020546,1.2051788553262166,8,0.12670170659776514,-0.35873545106897353,-0.33412325584684144,5.0,2.375575207854954,True,False,negative_r2_in_city_ridge;negative_r2_in_city_tabular_knn;negative_r2_loco_ridge;negative_r2_loco_tabular_knn,0.48840589256198347,0.706836,False,improved
structural43,intersection_nodes,Cairo,-0.1181054498519116,3.742732951200209,3.080640283075443,0.0143986280345248,3.52013598199444,2.781430956669428,8,0.1325040778864364,-0.22259696920576877,-0.29920932640601494,5.0,5.371749672817853,True,False,negative_r2_in_city_ridge;negative_r2_in_city_tabular_knn;negative_r2_loco_ridge;negative_r2_loco_tabular_knn,0.41538404132231405,0.527141,False,improved
structural43,intersection_nodes,Rome,0.6655370267740127,16.2687379651649,8.958523083197353,0.8279007442867381,11.277078253868378,7.341413989215579,8,0.16236371751272538,-4.991659711296521,-1.6171090939817736,1.0,0.0236674897073816,True,False,negative_r2_in_city_ridge,0.4635513305785124,0.629801,False,improved
structural43,intersection_nodes,Vancouver,0.3735522932728263,11.312854666078504,6.822621831532337,0.5662412903242506,9.341229419282058,6.963352776411085,8,0.19268899705142434,-1.971625246796446,0.14073094487874815,0.0,0.0,False,False,,0.4567435785123967,0.669595,False,improved
structural43,intersection_nodes,Singapore,0.4146906211505569,20.535815037628097,11.954809304047656,0.7510615626001882,13.43507666910543,10.605278827654583,8,0.3363709414496313,-7.100738368522668,-1.3495304763930722,0.0,0.0,False,False,,0.49823086776859504,0.696126,True,improved
structural43,intersection_nodes,SaoPaulo,0.439765161718926,8.166741176481498,6.494343852690253,0.8145433610602968,4.577198461775948,3.735362357005485,8,0.3747781993413708,-3.5895427147055496,-2.7589814956847682,1.0,0.7862322946175635,True,False,negative_r2_in_city_tabular_knn,0.514524826446281,0.66939,True,improved
structural43,intersection_nodes,Riyadh,-11.300133354606846,4.082187898462638,3.5454577069424107,-1.3097191664333143,1.749133512386882,1.217208288942682,8,9.990414188173531,-2.333054386075756,-2.3282494179997286,5.0,12.058983357652153,True,False,negative_r2;negative_r2_in_city_ridge;negative_r2_in_city_tabular_knn;negative_r2_loco_ridge;negative_r2_loco_tabular_knn,0.40571937190082646,0.557795,False,improved
structural43,road_segments,Lima,0.7221762289027037,165.23053802412616,117.21005823900435,0.6474932481037841,180.473154362448,131.04646391923097,8,-0.07468298079891966,15.242616338321852,13.836405680226619,3.0,1.4019355956382729,True,True,negative_r2_in_city_ridge;negative_r2_in_city_tabular_knn;satca_regression,0.4688712479338843,0.601068,False,regression
structural43,road_segments,Lagos,0.7800730024964406,77.63902484314708,47.73848226243258,0.7212458934474084,87.0141748749491,53.77544824024241,8,-0.05882710904903221,9.375150031802022,6.036965977809828,5.0,9.644571969939244,True,True,negative_r2_in_city_ridge;negative_r2_in_city_tabular_knn;satca_regression,0.4356408099173554,0.536909,False,regression
structural43,road_segments,Delhi,0.4668654100745444,101.93714493400265,65.02594324385876,0.410984022988578,105.16427512811816,72.09821241731264,8,-0.055881387085966405,3.2271301941155173,7.072269173453876,1.0,0.0558813870859664,False,True,satca_regression,0.49804103305785125,0.705858,True,regression
structural43,road_segments,Mumbai,0.7681576620044508,24.519316755455115,11.37773437239305,0.7224243124187064,27.77624079820555,13.213388889106875,8,-0.045733349585744376,3.256924042750434,1.8356545167138254,2.0,0.937270913027421,True,True,negative_r2_loco_tabular_knn;satca_regression,0.5126959834710744,0.720342,True,regression
structural43,road_segments,LosAngeles,0.6171541750228844,118.92578026358916,95.93011242747824,0.5733988688264162,123.77983492986408,100.74504118348436,8,-0.04375530619646817,4.854054666274919,4.814928756006125,4.0,0.7880782649104128,True,True,negative_r2_in_city_ridge;negative_r2_in_city_tabular_knn;satca_regression,0.5000409008264463,0.644458,True,regression
structural43,road_segments,KualaLumpur,0.782448420536558,191.1000182165603,124.7293501282128,0.7452654162808928,205.1739830856993,138.37363121383055,8,-0.03718300425566523,14.07396486913899,13.644281085617749,5.0,2.2653051858909112,True,True,negative_r2_in_city_ridge;negative_r2_in_city_tabular_knn;satca_regression,0.0,0.0,False,regression
structural43,road_segments,CapeTown,-0.1083558815278439,433.0708548071104,255.4985304261348,-0.1438387475458962,441.1479962181889,295.82529806019124,8,-0.03548286601805231,8.077141411078514,40.32676763405644,8.0,1.2712579586794113,True,True,negative_r2;negative_r2_in_city_ridge;negative_r2_in_city_tabular_knn;negative_r2_loco_tabular_knn;satca_regression,0.0,0.0,False,regression
structural43,road_segments,Singapore,0.8555535419343918,150.6309751339025,96.53061276785536,0.8241715383505526,165.40769049303813,105.6939906149436,8,-0.031382003583839246,14.776715359135636,9.163377847088242,1.0,0.0313820035838392,False,True,satca_regression,0.49823086776859504,0.696126,True,regression
structural43,road_segments,Paris,0.4879111576927915,342.9817908836721,219.4678472988468,0.4646954231262801,341.1800305416338,211.1804224505452,8,-0.02321573456651138,-1.8017603420382784,-8.287424848301612,5.0,0.7148772503225485,True,True,negative_r2_in_city_ridge;negative_r2_in_city_tabular_knn;negative_r2_loco_tabular_knn;satca_regression,0.4581593305785124,0.597562,False,regression
structural43,road_segments,Vancouver,0.9361906432739334,62.89451014428096,38.78736987979103,0.9177382144105076,71.10252360290278,47.54230241493534,8,-0.018452428863425796,8.20801345862182,8.754932535144313,1.0,0.0184524288634257,False,True,satca_regression,0.4567435785123967,0.669595,False,regression
structural43,road_segments,Santiago,0.8022111787288133,107.07545704314424,86.69098551030928,0.790271333081144,110.61311619843543,90.67835668757256,8,-0.011939845647669367,3.5376591552911947,3.9873711772632845,2.0,0.7354746084074955,True,True,negative_r2_in_city_tabular_knn;satca_regression,0.5268691570247934,0.680661,True,regression
structural43,road_segments,Istanbul,0.7172878823336483,116.00004136505822,73.31089370167463,0.7132763089721872,117.5784136194556,79.01068435716175,8,-0.004011573361461074,1.5783722543973795,5.699790655487121,3.0,0.467927867573785,True,True,negative_r2_in_city_tabular_knn;satca_regression,0.4444287355371901,0.524078,False,regression
structural43,road_segments,Chicago,0.6809276684853419,178.09533386043643,125.07153280780878,0.6785932805593624,186.28342578516543,112.08755481153857,8,-0.0023343879259795086,8.188091924729008,-12.983977996270212,2.0,0.5363841912766234,True,True,negative_r2_in_city_ridge;satca_regression,0.4920359173553719,0.635035,True,regression
structural43,road_segments,Bogota,0.499914255283353,193.87608180550305,133.81957309279198,0.4986856987169875,192.71666879823348,143.12344261011475,8,-0.0012285565663655018,-1.1594130072695634,9.303869517322767,1.0,0.0012285565663655,False,True,satca_regression,0.5167058677685951,0.6754,True,regression
structural43,road_segments,HongKong,0.4802631046547146,402.68311609607736,184.54335774896728,0.4824260587806165,335.7197584764192,192.36748678381412,8,0.0021629541259018947,-66.96335761965815,7.824129034846834,4.0,141.94595918367344,True,False,negative_r2_in_city_ridge;negative_r2_in_city_tabular_knn,0.47142390082644625,0.692613,False,improved
structural43,road_segments,Rome,0.7782441037345593,217.35095637563563,165.68373305321109,0.7820886245386625,216.07120240561824,157.70748652968638,8,0.0038445208041031353,-1.2797539700173957,-7.976246523524708,0.0,0.0,False,False,,0.4635513305785124,0.629801,False,improved
structural43,road_segments,Amsterdam,0.4426576675538081,109.43882949437749,98.9087546810328,0.4493314864800842,111.4127318433698,95.3099985029464,8,0.006673818926276109,1.9739023489923113,-3.598756178086404,5.0,1.4480751669097898,True,False,negative_r2_in_city_ridge;negative_r2_in_city_tabular_knn;negative_r2_loco_ridge;negative_r2_loco_tabular_knn,0.47473804958677684,0.615478,False,improved
structural43,road_segments,RioDeJaneiro,0.5185486687269373,169.69677401229166,118.22572982935276,0.527314550381192,168.0655693564886,127.68335617468163,8,0.008765881654254737,-1.6312046558030602,9.457626345328876,3.0,4.920833032078671,True,False,negative_r2_in_city_ridge;negative_r2_in_city_tabular_knn,0.0,0.0,False,improved
structural43,road_segments,Manila,0.8689632864443025,79.32314599629933,51.94396692054373,0.8805776360436176,75.04572955804969,50.20221158496277,8,0.011614349599315066,-4.277416438249645,-1.7417553355809616,1.0,1.2989678378387128,True,False,negative_r2_in_city_ridge,0.450538173553719,0.558778,False,improved
structural43,road_segments,BuenosAires,0.7722879167985124,75.76875327876242,52.82726067720008,0.7841011963295722,74.32492716758935,50.556257765834616,8,0.011813279531059817,-1.4438261111730668,-2.271002911365464,2.0,4.139039068311517,True,False,negative_r2_in_city_ridge,0.0,0.0,False,improved
structural43,road_segments,Hanoi,0.7098013667164613,191.76585839253863,136.29620798610964,0.7285667542158428,184.9002998954165,129.88604867012114,8,0.018765387499381503,-6.865558497122123,-6.410159315988494,0.0,0.0,False,False,,0.4208812892561984,0.535181,False,improved
structural43,road_segments,Accra,0.4780294526560774,177.14672624503538,94.11235733320255,0.4984605564217823,173.4605744554319,94.81480094613396,8,0.020431103765704894,-3.6861517896034854,0.702443612931404,2.0,0.5419743431310655,True,False,negative_r2_in_city_tabular_knn,0.41729375206611574,0.534023,False,improved
structural43,road_segments,MexicoCity,0.3090512701813462,187.42320161190173,158.9650421508261,0.3330533650257219,198.5227022805089,151.5474226510426,8,0.02400209484437571,11.099500668607163,-7.417619499783484,1.0,1.191071644171504,True,False,negative_r2_in_city_tabular_knn,0.5116901487603306,0.673181,True,improved
structural43,road_segments,Jakarta,0.5125631173774591,248.22692361490195,160.11004624288532,0.5371703808788098,239.78535346460924,155.78249460780432,8,0.024607263501350674,-8.441570150292705,-4.327551635080994,8.0,6.302450016854227,True,False,negative_r2_in_city_ridge;negative_r2_in_city_tabular_knn;negative_r2_loco_ridge;negative_r2_loco_tabular_knn,0.46544842148760335,0.588236,False,improved
structural43,road_segments,Shanghai,0.7703362607080304,75.74742133032154,66.31395544480998,0.7959418051382217,71.49901938491047,59.682873253200185,8,0.02560554443019125,-4.248401945411075,-6.631082191609792,2.0,1.1564475056660752,True,False,negative_r2_loco_ridge;negative_r2_loco_tabular_knn,0.489668132231405,0.705789,False,improved
structural43,road_segments,Toronto,0.8513738416690009,110.68853547803754,63.09880857223755,0.877936296639209,98.97743126377588,57.12472205682128,8,0.02656245497020815,-11.711104214261653,-5.974086515416275,0.0,0.0,False,False,,0.44847609917355374,0.657747,False,improved
structural43,road_segments,Tokyo,0.4476548384756071,392.8889283770597,226.2070987082872,0.4787210255279344,371.6994189605032,211.71639458547392,8,0.031066187052327277,-21.18950941655652,-14.49070412281327,3.0,3.104316853350229,True,False,negative_r2_in_city_ridge;negative_r2_in_city_tabular_knn,0.4716422396694215,0.663919,False,improved
structural43,road_segments,London,0.361665610983815,104.80916596251376,81.38749890950271,0.396663470138312,102.01959072033776,80.5647682022789,8,0.03499785915449699,-2.7895752421759994,-0.8227307072238119,5.0,4.857355184666339,True,False,negative_r2_in_city_ridge;negative_r2_in_city_tabular_knn;negative_r2_loco_ridge,0.47585091735537194,0.646896,False,improved
structural43,road_segments,Vienna,0.623714232725985,116.10493696816992,90.4987185815534,0.665002291940342,108.42635280355168,93.2521551688339,8,0.041288059214356965,-7.678584164618243,2.75343658728049,4.0,1.0163927101189811,True,False,negative_r2_in_city_ridge;negative_r2_in_city_tabular_knn;negative_r2_loco_tabular_knn,0.4231473636363636,0.651956,False,improved
structural43,road_segments,NewYork,0.369951776755023,212.8438812019279,136.08660489517726,0.4133251742385084,205.2920332234004,126.93971689743888,8,0.0433733974834854,-7.551847978527491,-9.146887997738375,1.0,0.201015764864489,True,False,negative_r2_in_city_tabular_knn,0.49302185123966946,0.644737,True,improved
structural43,road_segments,Bangkok,0.1732257642394709,132.6095820752864,119.46880967721486,0.2360966140817196,127.38241213665148,106.42302980407688,8,0.06287084984224872,-5.2271699386349155,-13.045779873137988,4.0,0.4038395675603161,True,False,negative_r2_in_city_ridge;negative_r2_in_city_tabular_knn;negative_r2_loco_ridge;negative_r2_loco_tabular_knn,0.4925166033057851,0.694295,True,improved
structural43,road_segments,Seoul,-0.1391494547159307,208.762296530708,154.40314499932447,-0.0562945885768223,200.97188751136963,150.9343349112615,8,0.08285486613910842,-7.7904090193383695,-3.4688100880629804,5.0,1.299537972982117,True,False,negative_r2;negative_r2_in_city_ridge;negative_r2_in_city_tabular_knn;negative_r2_loco_tabular_knn,0.46626657851239667,0.668182,False,improved
structural43,road_segments,Nairobi,0.6607243440378722,150.1753567157507,118.05178305196458,0.7488676384397974,128.9835948063725,105.40924691951132,8,0.08814329440192525,-21.191761909378187,-12.642536132453259,1.0,0.0406927636321559,True,False,negative_r2_in_city_ridge,0.4136910909090909,0.524845,False,improved
structural43,road_segments,SaoPaulo,0.3118718818436085,167.00861912003768,122.78774571291466,0.4325224528637074,150.0510529634646,111.37351228549778,8,0.1206505710200989,-16.95756615657308,-11.414233427416875,3.0,1.1184255005842147,True,False,negative_r2_in_city_ridge;negative_r2_in_city_tabular_knn,0.514524826446281,0.66939,True,improved
structural43,road_segments,Berlin,0.5918610638418332,134.59786511337688,118.68658704751246,0.7354683700998714,108.1281761407131,92.45018014662784,8,0.1436073062580382,-26.46968897266379,-26.236406900884617,1.0,0.0705097496764659,True,False,negative_r2_loco_tabular_knn,0.46231413223140494,0.62847,False,improved
structural43,road_segments,Bengaluru,-0.4064945131827976,168.377705499603,133.8796995616309,-0.2606300650798577,155.35683861442112,123.57873006119864,8,0.14586444810293991,-13.020866885181874,-10.30096950043226,3.0,1.038752531012172,True,False,negative_r2;negative_r2_in_city_tabular_knn;negative_r2_loco_tabular_knn,0.475698867768595,0.673203,False,improved
structural43,road_segments,Beijing,-0.4733698200039503,96.429312565382,74.10346131911922,-0.3058837972770342,91.88917311574713,73.74244192587308,8,0.1674860227269161,-4.540139449634879,-0.3610193932461385,9.0,3.277777820500238,True,False,negative_r2;negative_r2_in_city_ridge;negative_r2_in_city_tabular_knn;negative_r2_loco_ridge;negative_r2_loco_tabular_knn,0.48840589256198347,0.706836,False,improved
structural43,road_segments,AddisAbaba,-0.0619854707590247,138.5028224013636,106.33714904666036,0.1742282675431877,121.63125575887534,92.68629367526556,8,0.2362137383022124,-16.87156664248826,-13.650855371394798,3.0,0.7649541188694895,True,False,negative_r2_in_city_ridge;negative_r2_in_city_tabular_knn,0.0,0.0,False,improved
structural43,road_segments,Madrid,0.0874440824405812,259.66254046780824,217.55065795824612,0.3576522118944537,216.14037969875653,172.8997810056029,8,0.27020812945387246,-43.52216076905171,-44.650876952643216,3.0,3.5235205767497755,True,False,negative_r2_in_city_ridge;negative_r2_in_city_tabular_knn,0.4694416694214876,0.628082,False,improved
structural43,road_segments,Riyadh,0.0332370863953047,89.91148012353945,72.21502438326013,0.3278709296471599,74.780043725174,61.15011000789422,8,0.2946338432518552,-15.131436398365452,-11.064914375365909,4.0,0.9370472619815702,True,False,negative_r2_in_city_ridge;negative_r2_in_city_tabular_knn;negative_r2_loco_ridge;negative_r2_loco_tabular_knn,0.40571937190082646,0.557795,False,improved
structural43,road_segments,Johannesburg,-0.3835197410594656,88.72854863958995,72.66604222589754,-0.0597933465530183,76.06851357848944,65.8416603127911,8,0.3237263945064473,-12.660035061100501,-6.824381913106436,5.0,2.3006986372001843,True,False,negative_r2;negative_r2_in_city_ridge;negative_r2_in_city_tabular_knn;negative_r2_loco_ridge;negative_r2_loco_tabular_knn,0.42302278512396696,0.534733,False,improved
