slice_id,target,shot,method,method_label,feature_set,holdout_city,r2_city_mean,rmse_city_mean,mae_city_mean,seeds_count,eval_count_mean,feature_count
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,Istanbul,-0.05241499957492546,9.320211052595019,7.40435672351048,8,20.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,Jakarta,-0.2163145004993563,14.67050817378559,11.679244421448711,8,20.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,Jeddah,-19.808665684619534,11.577162715501707,11.336243041782675,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,Johannesburg,-0.39534864529686464,6.142493579062759,5.647306961584571,8,20.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,Kampala,-1.1730226480742738,6.360676447588421,5.705120338358115,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,Karachi,-0.006864286893033311,7.514711551899645,5.869334978331178,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,Khartoum,-2.9293800961688454,7.231768616871593,6.797057840545126,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,Kinshasa,-2.606703009284816,4.707243419225544,4.311091221945623,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,KualaLumpur,-0.22209422349336583,18.948326098104708,13.09743283716818,8,20.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,Kunming,-1.0304363654188453,8.255902215650433,6.018931492667272,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,KuwaitCity,-0.012869493238947927,11.66875934661275,9.239419491349706,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,LaPaz,-0.06126657796586121,46.146888158211524,15.182461950452527,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,Lagos,-1.886513842796231,4.686829455365248,4.443089345888079,8,20.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,Lanzhou,-0.8431702727524655,7.404409772564547,5.7071027558972585,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,Lhasa,-0.41085934159897364,2.8722813232690143,1.55,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,Lima,-0.18021698725292024,13.371167520320608,12.043482729765666,8,20.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,Lisbon,-0.039378202636851434,32.73157692764676,25.957766654861235,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,London,-27.932746788031984,30.82921880273405,30.29044702926413,8,20.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,LosAngeles,-0.09710081845122387,18.675634425470758,15.307722490870805,8,20.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,Luanda,-0.03678788802586408,8.870722203419055,6.440285420527671,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,Lucknow,-5.69318994236784,8.830382937822423,8.356341902821134,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,Madrid,-1.4748082558769657,24.577830664164992,22.9287298027669,8,20.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,Manila,-0.2812294379561753,9.419402241037652,8.27296297280932,8,20.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,Maputo,-0.0024351776026618754,6.999930819745158,5.405741977541637,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,MexicoCity,-0.3414726641656143,12.987949562466186,11.910576440566633,8,20.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,Miami,-1.8393142101320579,31.19017681149022,27.132576108244837,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,Montreal,-0.8261171233856299,82.33957767911944,65.83100565686345,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,Mumbai,-0.0793650793650793,1.8439088914585775,0.5,8,20.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,Nairobi,-0.3476787601866982,9.716044871972223,8.782003000671029,8,20.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,NewYork,-0.9506077505518238,21.634311942503135,20.407235686565933,8,20.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,Paris,-0.0007014264214675325,29.845801597134283,24.589849978969745,8,20.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,Perth,-0.004886907421347564,19.092349298115394,15.584731443338242,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,PhnomPenh,-0.20301010702844136,7.619618827494609,6.512241483605229,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,Phoenix,-0.6064028832436954,19.930404511450547,17.44579951650785,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,Prague,-0.030584147409971507,26.399774459389214,21.399393185100074,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,Pune,-0.1890716426866883,10.581121495542718,6.430893076048526,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,Quito,-0.05429067557973122,24.006164778429778,18.507520220052335,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,RioDeJaneiro,-0.5881060990032103,9.695359714832659,5.9,8,20.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,Riyadh,-19.43286626564042,11.654504644164193,11.365935670940726,8,20.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,Rome,-0.2881463315254047,32.258332731719705,28.503848139325168,8,20.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,SanDiego,-0.029454949320427026,32.4934300530175,27.00709726999068,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,Santiago,-1.051711744835253,19.62033499724397,15.150669914068095,8,20.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,SaoPaulo,-1.1830584607492387,16.50774757528039,13.149164662483113,8,20.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,Seoul,-0.8354097210036848,10.227414140436476,6.9,8,20.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,Shanghai,-1.1631759924976555,8.318653737234168,6.1,8,20.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,Shenyang,-5.670020767144315,4.885488953334068,4.525755009627551,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,Shijiazhuang,-12.145921860660852,6.06473204469439,5.9606507577938945,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,Singapore,-0.5597209018672311,32.96892476256998,19.75,8,20.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,Surabaya,-0.5786706010242246,9.221019388937686,6.650526652976801,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,Suzhou,-1.1734718907615433,3.869333763365706,3.4390585907689477,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,Taiyuan,-0.004484379268318239,5.076707570347988,3.375243375854554,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,Tokyo,-0.4449501840153174,35.500704218367275,19.7,8,20.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,Toronto,-9.735855733021879,34.84419499496931,33.25400241319536,8,20.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,Tunis,-0.10095115674519506,7.308312686470163,6.079814963684289,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,Urumqi,-0.38452812787769286,2.765801214718267,1.7879298441869318,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,Vancouver,-1.8825831053498487,27.245998250440067,24.318522414902958,8,20.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,Vienna,-8.743250534051464,38.41533673058564,36.39050988490419,8,19.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,Vientiane,-2.8808634964304938,8.118919544694453,7.535684431041693,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,Wellington,-0.11706640201462637,34.141567252814866,28.00381678774431,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,Xi'an,-13.77929000603881,4.629091982209435,4.4698394019622905,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,Yangon,-1.6780852253266754,7.687146304406832,7.081913252349254,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_pooled_ridge,Coordinate+metadata pooled ridge,coord_metadata,Zurich,-0.1344087273024488,39.379187329562484,31.349212345622973,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_source_ridge,Coordinate+metadata ridge,coord_metadata,Abidjan,-0.19493225044607332,7.262494857952706,5.438142592627212,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_source_ridge,Coordinate+metadata ridge,coord_metadata,AbuDhabi,-0.022658564373443157,9.998059466550112,8.455475579181266,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_source_ridge,Coordinate+metadata ridge,coord_metadata,Accra,-0.2147516451352951,7.0365671357356225,6.001345661364535,8,20.0,15
scale122,intersection_nodes,0,coord_metadata_source_ridge,Coordinate+metadata ridge,coord_metadata,AddisAbaba,-0.8826295547618601,4.872366846363999,3.4853078616123803,8,20.0,15
scale122,intersection_nodes,0,coord_metadata_source_ridge,Coordinate+metadata ridge,coord_metadata,Adelaide,-0.023535010385607347,19.701914052665995,14.672927689936596,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_source_ridge,Coordinate+metadata ridge,coord_metadata,Algiers,-0.0015354645889549268,8.42745421547593,6.244152696340953,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_source_ridge,Coordinate+metadata ridge,coord_metadata,Amsterdam,-3.9664030597027384,28.33318532340391,26.92750004567468,8,20.0,15
scale122,intersection_nodes,0,coord_metadata_source_ridge,Coordinate+metadata ridge,coord_metadata,Asunción,-1.0622935705130474,14.552777049967245,13.274131921729156,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_source_ridge,Coordinate+metadata ridge,coord_metadata,Atlanta,-0.2603121835400015,33.73624898708203,21.968775433779786,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_source_ridge,Coordinate+metadata ridge,coord_metadata,Auckland,-0.04000120356069847,30.994224231632458,24.55043864734002,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_source_ridge,Coordinate+metadata ridge,coord_metadata,Baghdad,-1.1715083532614838,8.30855182323293,7.642157158674105,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_source_ridge,Coordinate+metadata ridge,coord_metadata,Bangalore,-0.9956553382033857,18.050995266862316,13.444766858526263,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_source_ridge,Coordinate+metadata ridge,coord_metadata,Bangkok,-1.3301494792509847,10.389898940798222,7.85,8,20.0,15
scale122,intersection_nodes,0,coord_metadata_source_ridge,Coordinate+metadata ridge,coord_metadata,Barcelona,-0.7368750531467403,68.15559633809093,57.09402385457358,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_source_ridge,Coordinate+metadata ridge,coord_metadata,Beijing,-0.7705130279980581,5.229722745997153,3.45,8,20.0,15
scale122,intersection_nodes,0,coord_metadata_source_ridge,Coordinate+metadata ridge,coord_metadata,Beirut,-0.4302712852279025,10.755453009553744,9.09131593181499,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_source_ridge,Coordinate+metadata ridge,coord_metadata,Bengaluru,-2.2451844596800523,17.973591738993072,14.95,8,20.0,15
scale122,intersection_nodes,0,coord_metadata_source_ridge,Coordinate+metadata ridge,coord_metadata,Berlin,-4.5497618443306695,26.12170015064976,24.121552033771884,8,20.0,15
scale122,intersection_nodes,0,coord_metadata_source_ridge,Coordinate+metadata ridge,coord_metadata,Bogota,-0.30026643517264784,18.995708421239822,13.402341015470409,8,20.0,15
scale122,intersection_nodes,0,coord_metadata_source_ridge,Coordinate+metadata ridge,coord_metadata,Bogotá,-0.26657555097455776,13.815677165157915,10.580917667653992,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_source_ridge,Coordinate+metadata ridge,coord_metadata,Brasília,-1.21076585808447,13.396640338506414,11.629782801619877,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_source_ridge,Coordinate+metadata ridge,coord_metadata,Brussels,-0.02041544225697378,32.272988660318624,23.738864469321914,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_source_ridge,Coordinate+metadata ridge,coord_metadata,Budapest,-0.02157427959000624,30.08229231573754,24.591922899280085,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_source_ridge,Coordinate+metadata ridge,coord_metadata,BuenosAires,-0.48679104894399683,16.111912274637728,13.830310340214657,8,20.0,15
scale122,intersection_nodes,0,coord_metadata_source_ridge,Coordinate+metadata ridge,coord_metadata,Busan,-0.0018626098990504047,6.100022899999771,5.091609232794025,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_source_ridge,Coordinate+metadata ridge,coord_metadata,Cairo,-2.8260126313183216,7.707685199383486,6.670138711522226,8,20.0,15
scale122,intersection_nodes,0,coord_metadata_source_ridge,Coordinate+metadata ridge,coord_metadata,Cali,-0.27676447293104456,20.944784934684023,16.03983693155719,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_source_ridge,Coordinate+metadata ridge,coord_metadata,CapeTown,-0.09485263169954994,13.575989541109047,10.191228694138493,8,20.0,15
scale122,intersection_nodes,0,coord_metadata_source_ridge,Coordinate+metadata ridge,coord_metadata,Caracas,-0.9970918083476248,12.798307587346548,11.36284676247049,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_source_ridge,Coordinate+metadata ridge,coord_metadata,Casablanca,-0.9289265985307935,13.442617511839838,9.951372068635335,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_source_ridge,Coordinate+metadata ridge,coord_metadata,Changchun,-9.17549962755579,5.9486399710175775,5.710080276736375,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_source_ridge,Coordinate+metadata ridge,coord_metadata,Changsha,-0.8934678642236042,3.1636500728588097,2.9241075427248733,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_source_ridge,Coordinate+metadata ridge,coord_metadata,Chengdu,-0.11958598883795024,4.978718087306432,3.1368847941939,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_source_ridge,Coordinate+metadata ridge,coord_metadata,Chennai,-0.04731819883057842,6.902779863701034,4.721679084696864,8,100.0,15
scale122,intersection_nodes,0,coord_metadata_source_ridge,Coordinate+metadata ridge,coord_metadata,Chicago,-0.2039765897737713,29.521101682800897,22.411602484334274,8,20.0,15
