split_type,source_city,target_city,shot_level,seed,region,backbone,generated_utc
LOCO,Chengdu,Changsha,20,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Chengdu,Changsha,50,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Chengdu,Changsha,100,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Chengdu,Changsha,200,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Dalian,Chengdu,0,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Dalian,Chengdu,1,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Dalian,Chengdu,5,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Dalian,Chengdu,10,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Dalian,Chengdu,20,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Dalian,Chengdu,50,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Dalian,Chengdu,100,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Dalian,Chengdu,200,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Dongguan,Dalian,0,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Dongguan,Dalian,1,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Dongguan,Dalian,5,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Dongguan,Dalian,10,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Dongguan,Dalian,20,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Dongguan,Dalian,50,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Dongguan,Dalian,100,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Dongguan,Dalian,200,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Harbin,Dongguan,0,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Harbin,Dongguan,1,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Harbin,Dongguan,5,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Harbin,Dongguan,10,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Harbin,Dongguan,20,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Harbin,Dongguan,50,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Harbin,Dongguan,100,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Harbin,Dongguan,200,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Hefei,Harbin,0,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Hefei,Harbin,1,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Hefei,Harbin,5,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Hefei,Harbin,10,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Hefei,Harbin,20,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Hefei,Harbin,50,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Hefei,Harbin,100,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Hefei,Harbin,200,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,HongKong,Hefei,0,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,HongKong,Hefei,1,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,HongKong,Hefei,5,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,HongKong,Hefei,10,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,HongKong,Hefei,20,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,HongKong,Hefei,50,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,HongKong,Hefei,100,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,HongKong,Hefei,200,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Kunming,HongKong,0,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Kunming,HongKong,1,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Kunming,HongKong,5,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Kunming,HongKong,10,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Kunming,HongKong,20,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Kunming,HongKong,50,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Kunming,HongKong,100,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Kunming,HongKong,200,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Lanzhou,Kunming,0,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Lanzhou,Kunming,1,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Lanzhou,Kunming,5,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Lanzhou,Kunming,10,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Lanzhou,Kunming,20,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Lanzhou,Kunming,50,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Lanzhou,Kunming,100,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Lanzhou,Kunming,200,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Lhasa,Lanzhou,0,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Lhasa,Lanzhou,1,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Lhasa,Lanzhou,5,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Lhasa,Lanzhou,10,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Lhasa,Lanzhou,20,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Lhasa,Lanzhou,50,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Lhasa,Lanzhou,100,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Lhasa,Lanzhou,200,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Shanghai,Lhasa,0,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Shanghai,Lhasa,1,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Shanghai,Lhasa,5,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Shanghai,Lhasa,10,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Shanghai,Lhasa,20,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Shanghai,Lhasa,50,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Shanghai,Lhasa,100,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Shanghai,Lhasa,200,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Shenyang,Shanghai,0,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Shenyang,Shanghai,1,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Shenyang,Shanghai,5,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Shenyang,Shanghai,10,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Shenyang,Shanghai,20,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Shenyang,Shanghai,50,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Shenyang,Shanghai,100,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Shenyang,Shanghai,200,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Shijiazhuang,Shenyang,0,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Shijiazhuang,Shenyang,1,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Shijiazhuang,Shenyang,5,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Shijiazhuang,Shenyang,10,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Shijiazhuang,Shenyang,20,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Shijiazhuang,Shenyang,50,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Shijiazhuang,Shenyang,100,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Shijiazhuang,Shenyang,200,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Suzhou,Shijiazhuang,0,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Suzhou,Shijiazhuang,1,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Suzhou,Shijiazhuang,5,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Suzhou,Shijiazhuang,10,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Suzhou,Shijiazhuang,20,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Suzhou,Shijiazhuang,50,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Suzhou,Shijiazhuang,100,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Suzhou,Shijiazhuang,200,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Taiyuan,Suzhou,0,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Taiyuan,Suzhou,1,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Taiyuan,Suzhou,5,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Taiyuan,Suzhou,10,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Taiyuan,Suzhou,20,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Taiyuan,Suzhou,50,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Taiyuan,Suzhou,100,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Taiyuan,Suzhou,200,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Urumqi,Taiyuan,0,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Urumqi,Taiyuan,1,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Urumqi,Taiyuan,5,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Urumqi,Taiyuan,10,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Urumqi,Taiyuan,20,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Urumqi,Taiyuan,50,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Urumqi,Taiyuan,100,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Urumqi,Taiyuan,200,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Xi'an,Urumqi,0,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Xi'an,Urumqi,1,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Xi'an,Urumqi,5,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Xi'an,Urumqi,10,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Xi'an,Urumqi,20,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Xi'an,Urumqi,50,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Xi'an,Urumqi,100,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Xi'an,Urumqi,200,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Tokyo,Xi'an,0,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Tokyo,Xi'an,1,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Tokyo,Xi'an,5,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Tokyo,Xi'an,10,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Tokyo,Xi'an,20,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Tokyo,Xi'an,50,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Tokyo,Xi'an,100,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Tokyo,Xi'an,200,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Busan,Tokyo,0,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Busan,Tokyo,1,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Busan,Tokyo,5,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Busan,Tokyo,10,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Busan,Tokyo,20,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Busan,Tokyo,50,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Busan,Tokyo,100,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Busan,Tokyo,200,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Seoul,Busan,0,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Seoul,Busan,1,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Seoul,Busan,5,0,,122_active118,2026-04-27T08:29:12.793540+00:00
LOCO,Seoul,Busan,10,0,,122_active118,2026-04-27T08:29:12.793540+00:00
